縣市,鄉鎮市區,交易標的,土地區段位置建物區段門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積(平方公尺),車位總價元,備註,編號,主建物面積,附屬建物面積,陽台面積,電梯,移轉編號,Int_Floor
臺中市,北區,房地(土地+建物),五常街361~390號,2.67,都市：其他:第一種商業區,,,1100324,土地1建物1車位0,十一層,十七層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,971128.0,30.130000000000006,1,1,1,有,有,3000000,99569.0,,0.0,0,夾層；,RPXPMLSLMHGGFBB58DA,17.02,0.0,1.48,有,81.0,17
臺中市,北屯區,房地(土地+建物)+車位,太原路三段1111~1140號,24.4,都市：其他:第三種住宅區。,,,1100311,土地1建物1車位2,七層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1021126.0,252.84,3,2,2,有,有,15900000,62886.0,坡道平面,64.08,0,,RPSPMLSLMHGGFBB08DA,108.43,3.63,18.7,有,,15
臺中市,北區,房地(土地+建物)+車位,進化路571~600號,13.84,都市：其他:第三種住宅區。,,,1100310,土地1建物1車位1,七層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,831026.0,128.62,4,2,2,有,有,7700000,59866.0,坡道機械,0.0,0,,RPWNMLSLMHGGFBB28DA,88.17,1.15,12.39,有,,13
臺中市,北區,房地(土地+建物),東光東街61~90號,2.41,都市：其他:第二種住宅區,,,1100423,土地1建物1車位0,十四層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,831214.0,29.94,1,0,1,有,有,1330000,44422.0,,0.0,0,,RPQSMLNLMHGGFBB67DA,20.09,1.18,0.0,有,,16
臺中市,北區,房地(土地+建物),漢口路四段31~60號,4.07,都市：其他:第二種住宅區,,,1100414,土地1建物1車位0,六層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,821211.0,36.6,1,1,1,有,有,2450000,66940.0,,0.0,0,,RPVSMLNLMHGGFBB18DA,22.48,0.0,3.09,有,,13
臺中市,北區,房地(土地+建物),忠太東路91~120號,2.67,都市：其他:第三種住宅區。,,,1100330,土地1建物1車位0,十三層,二十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,840607.0,31.33,1,0,1,有,有,1720000,54899.0,,0.0,0,,RPOSMLKMLHGGFBB17DA,16.66,0.0,3.15,有,,19
臺中市,西區,房地(土地+建物),英才路589巷1~30號,24.49,都市：其他:第二種住宅區,,,1100401,土地1建物1車位0,二層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,780920.0,131.19,3,2,2,有,有,8280000,63115.0,,0.0,0,,RPVNMLRJMHGGFAB77DA,110.06,11.15,0.0,有,,15
臺中市,北屯區,房地(土地+建物)+車位,松竹五路二段1~30號,20.11,都市：其他:第二種住宅區,,,1100407,土地2建物1車位1,三層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1010725.0,181.22,3,2,2,有,有,11900000,74018.0,坡道平面,36.66,1200000,,RPXSMLRJMHGGFBB58DA,0.0,0.0,0.0,有,,15
臺中市,北區,房地(土地+建物)+車位,文心路四段181~210號,8.84,都市：其他:第二種住宅區,,,1100417,土地1建物1車位1,二層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,951225.0,106.23,1,1,1,有,有,6350000,59776.0,坡道平面,35.72,0,陽台外推；,RPSQMLTLMHGGFBB28DA,0.0,0.0,0.0,有,,14
臺中市,北屯區,房地(土地+建物),文心路四段661~690號,2.57,都市：其他:第四種商業區,,,1100419,土地1建物1車位0,十八層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,841124.0,36.56,1,1,1,有,有,2500000,68381.0,,0.0,0,含土地增值稅或其他稅費；含仲介費；,RPQNMLMJNHGGFBB96DA,0.0,0.0,0.0,有,,24
臺中市,西屯區,房地(土地+建物)+車位,市政路61~90號,29.62,都市：其他:第四之一種商業區,,,1100313,土地1建物2車位2,二十七層,三十九層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,991124.0,425.68,0,0,0,無,有,56800000,133434.0,坡道平面,66.66,0,,RPTQMLQLLHGGFCB08DA,203.7,33.65,0.0,有,,39
臺中市,西屯區,房地(土地+建物)+車位,臺灣大道三段571~600號,25.5,都市：其他:第三種商業區,,,1100326,土地1建物1車位3,十八層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,991021.0,364.93,0,1,0,有,有,25200000,69062.0,坡道平面,50.72,3500000,陽台外推；毛胚屋；,RPPNMLOJMHGGFCB07DA,179.32,35.59,0.0,有,,24
臺中市,西屯區,房地(土地+建物)+車位,漢翔路31~60號,33.84,都市：其他:第二種住宅區,,,1100401,土地1建物1車位2,九層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1011003.0,271.9,4,2,2,有,有,21300000,88257.0,坡道平面,64.55,3000000,其他增建；,RPWNMLOKMHGGFCB87DA,125.66,14.45,0.0,有,,14
臺中市,西屯區,房地(土地+建物)+車位,惠中一街1~30號,22.33,都市：其他:第六種新市政中心專用區,,,1100407,土地1建物1車位2,八層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,871009.0,212.02,4,1,2,有,有,18000000,84898.0,升降機械,0.0,0,,RPQRMLPKMHGGFCB77DA,121.69,22.13,0.0,有,,14
臺中市,西屯區,房地(土地+建物),河南路二段301~330號,2.46,都市：其他:第三種商業區,,,1100414,土地1建物1車位0,五層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,860621.0,35.4,1,0,1,有,有,2070000,58475.0,,0.0,0,,RPTNMLNJNHGGFCB47DA,17.47,4.37,0.0,有,,14
臺中市,南屯區,房地(土地+建物)+車位,忠勇路31~60號,14.23,都市：其他:第二種住宅區,,,1100331,土地1建物1車位1,十二層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1021017.0,151.35,3,2,2,有,有,11200000,74001.0,坡道平面,21.95,0,,RPPRMLTLMHGGFCB18DA,79.28,11.33,0.0,有,,14
臺中市,潭子區,房地(土地+建物)+車位,中山路一段7巷1~30號,8.76,都市：其他:住宅區,,,1100321,土地1建物1車位1,八層,十七層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,831205.0,103.84,2,2,1,有,有,5900000,56818.0,坡道機械,0.0,0,,RPURMLRLMHGGFHB98DA,63.35,9.11,0.0,有,,17
臺中市,北屯區,房地(土地+建物)+車位,文心路四段631~660號,5.28,都市：其他:第四種商業區,,,1100220,土地1建物1車位1,十四層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,860416.0,86.4,2,2,1,有,有,5200000,58800.0,坡道機械,11.57,800000,,RPWPMLNJNHGGFBB97EA,0.0,0.0,0.0,有,,24
臺中市,南屯區,房地(土地+建物),向上南路一段271~300號,9.53,都市：其他:第三種住宅區。,,,1100320,土地1建物1車位0,十二層,二十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,831108.0,128.02,3,2,2,有,有,7150000,55851.0,,0.0,0,,RPPOMLOJNHGGFCB37EA,80.29,14.05,0.0,有,,23
臺中市,西屯區,房地(土地+建物),臺灣大道二段871~900號,5.86,都市：其他:第三種住宅區。,,,1100307,土地1建物1車位0,四層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,951124.0,65.9,2,1,1,有,有,6450000,97876.0,,0.0,0,,RPUOMLNJNHGGFCB67DA,34.43,11.02,0.0,有,,14
臺中市,西屯區,房地(土地+建物)+車位,市政北一路241~270號,10.65,都市：其他:第六種新市政中心專用區,,,1100320,土地1建物1車位1,十五層,二十八層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,951113.0,144.76999999999995,3,2,2,有,有,13000000,89798.0,坡道平面,34.86,0,,RPWPMLNJNHGGFCB97DA,64.42,13.57,0.0,有,,28
臺中市,西屯區,房地(土地+建物),福科路931~960號,15.73,都市：其他:第三之一種住宅區,,,1100321,土地2建物1車位0,三層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,830825.0,151.49,3,2,2,有,有,7480000,49376.0,,0.0,0,,RPQQMLNJNHGGFCB47DA,96.03,24.22,0.0,有,147.0,15
臺中市,南屯區,房地(土地+建物)+車位,文心南路271~300號,28.35,都市：其他:第二種商業區,,,1100331,土地1建物1車位2,二十八層,二十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1031125.0,332.22,4,2,3,有,有,29600000,89098.0,坡道平面,53.92,0,,RPXOMLOKMHGGFCB08DA,157.76,36.0,0.0,有,,29
臺中市,北屯區,房地(土地+建物)+車位,瀋陽路三段1~30號,11.95,都市：其他:第四種商業區,,,1100407,土地1建物1車位1,三層,十八層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,990909.0,153.77,3,2,2,有,有,13150000,85517.0,坡道平面,22.91,0,土地價格680萬，建物價格635萬,RPXOMLNJNHGGFBB87DA,0.0,0.0,0.0,有,,18
臺中市,北區,房地(土地+建物)+車位,梅川西路四段211~240號,12.62,都市：其他:第二種住宅區,,,1100327,土地1建物1車位1,五層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,871106.0,145.32,3,2,2,有,有,9160000,63033.0,坡道平面,0.0,0,,RPOPMLNJNHGGFBB07DA,0.0,0.0,0.0,有,,14
臺中市,北區,房地(土地+建物),五常街361~390號,2.87,都市：其他:第一種商業區,,,1100417,土地1建物1車位0,十五層,十七層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,971128.0,30.36,1,1,1,有,有,2760000,90909.0,,0.0,0,夾層；,RPWOMLTLMHGGFBB48DA,0.0,0.0,0.0,有,,17
臺中市,北屯區,房地(土地+建物)+車位,軍福十六路271~300號,20.06,都市：其他:第二種商業區,,,1100321,土地1建物1車位2,十二層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1030603.0,246.54,4,2,2,有,有,14380000,58327.0,坡道平面,30.96,0,,RPPQMLQKMHGGFBB57DA,0.0,0.0,0.0,有,,15
臺中市,北屯區,房地(土地+建物)+車位,瀋陽路二段151~180號,11.04,都市：其他:第二種住宅區,,,1100404,土地1建物1車位1,二層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,961231.0,110.23,2,2,1,有,有,8700000,79796.0,坡道平面,20.0,1500000,陽台外推；,RPPNMLOJMHGGFBB96DA,0.0,0.0,0.0,有,159.0,14
臺中市,北屯區,房地(土地+建物)+車位,和福路151~180號,16.69,都市：其他:第二種商業區,,,1100301,土地1建物1車位1,五層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1010807.0,161.61,3,2,2,有,有,10220000,63239.0,坡道平面,34.66,0,,RPVPMLLJMHGGFBB47DA,0.0,0.0,0.0,有,,14
臺中市,北區,房地(土地+建物)+車位,太原路二段91~120號,28.5,都市：其他:第一種商業區,,,1100326,土地1建物1車位2,八層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1010213.0,238.21,4,2,2,有,有,21960000,105199.0,坡道平面,57.98,3000000,其他增建；,RPTWMLQLLHGGFBB58DA,0.0,0.0,0.0,有,,15
臺中市,北屯區,房地(土地+建物),北屯路271~300號,4.4,都市：其他:第二種住宅區,,,1100325,土地1建物1車位0,九層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,850524.0,44.78,1,1,1,有,有,2730000,60965.0,,0.0,0,,RPTOMLQLLHGGFBB77DA,0.0,0.0,0.0,有,,16
臺中市,南區,房地(土地+建物)+車位,文心南十路181~210號,15.84,都市：其他:第三種住宅區。,,,1100324,土地1建物1車位1,十二層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,881218.0,146.48,3,2,2,有,有,11360000,74608.0,坡道機械,7.62,1000000,陽台外推；,RPORMLOLLHGGFAB27DA,86.53,14.85,0.0,有,,14
臺中市,南區,房地(土地+建物),學府路168巷1~30號,5.17,都市：其他:第一種商業區,,,1100406,土地3建物1車位0,六層,十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,860428.0,58.43,1,1,1,有,有,2900000,49632.0,,0.0,0,陽台外推；,RPVPMLQJMHGGFAB87DA,31.8,6.1,0.0,有,,19
臺中市,西區,房地(土地+建物)+車位,精誠30街31~60號,17.88,都市：其他:第二種住宅區,,,1100324,土地1建物1車位1,七層,二十層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,840123.0,198.63,4,2,2,有,有,12680000,63837.0,坡道平面,0.0,0,其他增建；,RPVNMLOJNHGGFAB57DA,131.35,17.86,0.0,有,,20
臺中市,南區,房地(土地+建物)+車位,學府路147巷1~30號,11.13,都市：其他:第二種住宅區,,,1100423,土地3建物1車位1,九層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,831228.0,118.04,3,2,2,有,有,6000000,50830.0,坡道平面,0.0,0,含土地增值稅或其他稅費42894元；,RPRQMLNJNHGGFAB37DA,70.96,7.82,0.0,有,,15
臺中市,北屯區,房地(土地+建物)+車位,崇德六路91~120號,21.39,都市：其他:第三之一種商業區,,,1100404,土地2建物1車位2,九層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,970930.0,175.56,3,2,2,有,有,13680000,77922.0,坡道機械,26.46,0,,RPROMLQJMHGGFBB47DA,89.47,2.59,11.29,有,171.0,15
臺中市,北屯區,房地(土地+建物)+車位,中清路二段781~810號,18.7,都市：其他:第三種住宅區。,,,1100331,土地3建物1車位2,十五層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,820924.0,249.73,4,3,3,有,有,13380000,53578.0,坡道機械,0.0,0,陽台外推；,RPUSMLSJMHGGFBB38DA,165.4,1.18,17.55,有,,16
臺中市,北區,房地(土地+建物)+車位,崇德路一段241~270號,17.72,都市：其他:第三種住宅區。,,,1100331,土地1建物1車位1,六層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,900907.0,165.09,4,2,2,有,有,10800000,65419.0,坡道平面,16.56,0,,RPQRMLOJNHGGFBB57DA,101.29,0.0,9.23,有,,14
臺中市,北區,房地(土地+建物),崇德路一段451~480號,10.03,都市：其他:第三種住宅區。,,,1100415,土地1建物1車位0,四層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,880119.0,92.5,3,2,2,有,有,6000000,64865.0,,0.0,0,,RPPOMLOJNHGGFBB17DA,63.57,0.0,7.04,有,,13
臺中市,北屯區,房地(土地+建物)+車位,建和路一段391~420號,22.24,都市：其他:第三種住宅區。,,,1100324,土地2建物1車位1,十三層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1021011.0,150.0,3,2,2,有,有,10000000,66667.0,坡道機械,15.64,0,,RPRNMLOJNHGGFBB27DA,79.2,2.47,8.77,有,,14
臺中市,北屯區,房地(土地+建物)+車位,東山路一段211~240號,18.66,都市：其他:第三種住宅區。,,,1100331,土地1建物1車位2,十二層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,810519.0,171.38,3,2,2,有,有,8420000,49131.0,坡道機械,0.0,0,,RPUNMLPJNHGGFBB67DA,99.73,0.0,12.19,有,179.0,16
臺中市,西屯區,房地(土地+建物)+車位,惠來路三段181~210號,17.32,都市：其他:第三之二種住宅區,,,1100401,土地1建物1車位1,九層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,951219.0,199.55,4,2,2,有,有,17500000,87697.0,坡道平面,23.14,0,,RPTRMLMKMHGGFCB77DA,114.19,12.91,0.0,有,,15
臺中市,西屯區,房地(土地+建物)+車位,市政北一路31~60號,34.4,都市：其他:第三種新市政中心專用區,,,1100323,土地1建物1車位2,三層,二十六層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,981203.0,421.47,0,0,0,無,有,36250000,86008.0,坡道平面,56.26,0,,RPVPMLSJMHGGFCB28DA,207.73,38.88,0.0,有,,26
臺中市,南屯區,房地(土地+建物)+車位,文心路一段1~30號,30.06,都市：其他:第四種商業區,,,1100314,土地1建物1車位2,十五層,二十七層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1030626.0,383.82,4,2,3,有,有,33000000,85978.0,坡道平面,53.76,0,,RPSPMLMKMHGGFCB47DA,193.38,34.78,0.0,有,,27
臺中市,西屯區,房地(土地+建物)+車位,青海路二段601~630號,40.01,都市：其他:第二種住宅區,,,1100412,土地1建物1車位2,二層,二十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1020808.0,337.43,4,2,3,有,有,28380000,84106.0,坡道平面,52.28,0,含裝潢費；含傢俱設備費；,RPQOMLRLMHGGFCB77DA,163.41,30.36,0.0,有,,26
臺中市,西屯區,房地(土地+建物),河南路二段301~330號,2.46,都市：其他:第三種商業區,,,1100419,土地1建物1車位0,九層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,860621.0,30.01,1,0,1,有,有,2200000,73309.0,,0.0,0,陽台外推；,RPSPMLPJNHGGFCB77DA,16.01,2.25,0.0,有,188.0,14
臺中市,南屯區,房地(土地+建物)+車位,東興路三段241~270號,24.82,都市：其他:第二種住宅區,,,1100306,土地3建物1車位1,六層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,861230.0,242.13,4,2,2,有,有,14500000,59885.0,坡道平面,0.0,0,,RPTPMLPJNHGGFCB87DA,143.92,15.89,0.0,有,,14
臺中市,南屯區,房地(土地+建物)+車位,文心南七路121~150號,17.72,都市：其他:第一種商業區,,,1100321,土地1建物1車位1,十三層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,980710.0,181.9,3,2,2,有,有,13380000,73557.0,坡道平面,0.0,0,含裝潢費；含傢俱設備費；,RPXOMLOJNHGGFCB08DA,92.86,13.19,0.0,有,,14
臺中市,西屯區,房地(土地+建物),福聯街15巷1~30號,3.84,都市：其他:第一種之一住宅區,,,1100409,土地1建物1車位0,三層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,830908.0,22.22,1,1,1,有,有,950000,42754.0,,0.0,0,,RPWPMLOJNHGGFCB08DA,12.58,1.44,0.0,有,189.0,13
臺中市,豐原區,房地(土地+建物)+車位,信義街151~180號,12.07,都市：其他:第二種商業區,,,1100331,土地2建物1車位1,十層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,881208.0,158.64,3,2,2,有,有,8600000,54211.0,坡道機械,0.0,0,,RPPOMLQJMHGGFDB47DA,96.76,9.48,0.0,有,,13
臺中市,西屯區,房地(土地+建物)+車位,西屯路二段121~150號,27.05,都市：其他:第二種住宅區,,,1100412,土地1建物1車位1,十四層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1000410.0,180.08999999999997,3,2,2,有,有,16580000,99548.0,坡道平面,29.61,1600000,,RPVQMLOJNHGGFCB18EA,90.8,12.3,0.0,有,,14
臺中市,西屯區,房地(土地+建物)+車位,西屯路三段159之11巷1~30號,18.55,都市：其他:道路用地,,,1100321,土地2建物1車位1,十六層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,801003.0,173.26,4,2,2,有,有,9100000,52412.0,坡道機械,14.9,800000,其他增建；,RPUSMLPJNHGGFCB38EA,150.95,11.84,0.0,有,,16
臺中市,東區,房地(土地+建物)+車位,十甲路391~420號,13.91,都市：其他:第二種住宅區,,,1100124,土地1建物1車位1,十層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,830702.0,118.38,4,2,2,有,有,6500000,54908.0,坡道機械,0.0,800000,其他增建；,RPUPMLQJNHGGFAB97EA,86.54,9.97,0.0,有,,13
臺中市,西屯區,房地(土地+建物),福聯街15巷1~30號,3.84,都市：其他:第一種之一住宅區,,,1100409,土地1建物1車位0,三層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,830908.0,22.22,1,1,1,有,有,950000,42754.0,,0.0,0,,RPQQMLOJNHGGFCB57DA,12.58,1.44,0.0,有,231.0,13
臺中市,西屯區,房地(土地+建物)+車位,惠中路二段31~60號,27.18,都市：其他:第四之一種商業區,,,1100326,土地1建物1車位2,二十三層,二十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,980619.0,412.96,4,2,4,有,有,39000000,94440.0,坡道平面,48.26,0,陽台外推；,RPXRMLPJNHGGFCB48DA,223.9,32.86,0.0,有,,25
臺中市,南屯區,房地(土地+建物)+車位,大墩六街211~240號,12.89,都市：其他:第二種住宅區,,,1100326,土地1建物1車位1,十三層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,820112.0,82.41,1,1,1,有,有,5320000,64555.0,坡道機械,0.0,0,,RPRRMLQJNHGGFCB97DA,53.89,7.65,0.0,有,,16
臺中市,西屯區,房地(土地+建物)+車位,西屯路二段253巷31~60號,13.27,都市：其他:第三種商業區,,,1100409,土地1建物1車位1,五層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,981001.0,143.89,3,2,2,有,有,13000000,90347.0,坡道機械,9.92,0,陽台外推；,RPTOMLTLMHGGFCB28DA,74.55,14.3,0.0,有,,14
臺中市,西屯區,房地(土地+建物)+車位,西屯路二段249之9巷3弄1~30號,11.89,都市：其他:第三種商業區,,,1100315,土地1建物1車位1,五層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,840215.0,122.12,3,2,2,有,有,7800000,63872.0,坡道平面,0.0,0,,RPWQMLRLMHGGFCB58DA,70.66,7.02,0.0,有,238.0,15
臺中市,西屯區,房地(土地+建物)+車位,惠中三街1~30號,13.66,都市：其他:第六種新市政中心專用區,,,1100409,土地1建物1車位2,五層,二十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,960612.0,177.96,3,2,2,有,有,18720000,105192.0,坡道機械,20.26,0,,RPRWMLNKMHGGFCB18DA,97.89,6.76,0.0,有,,23
臺中市,南屯區,房地(土地+建物)+車位,大墩六街211~240號,15.59,都市：其他:第二種住宅區,,,1100316,土地1建物1車位1,十一層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,811113.0,99.17,2,2,1,有,有,7300000,71926.0,坡道機械,10.19,900000,陽台外推；其他增建；,RPORMLQKLHGGFCB57DA,55.77,11.08,0.0,有,,16
臺中市,北屯區,房地(土地+建物)+車位,北平路四段91~120號,9.92,都市：其他:第一種商業區,,,1100326,土地1建物1車位1,六層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,890111.0,124.24,3,2,2,有,有,8400000,67611.0,坡道平面,0.0,0,,RPSPMLPJNHGGFBB67DA,66.42,0.82,11.31,有,241.0,13
臺中市,北屯區,房地(土地+建物),安順東四街1~30號,23.92,都市：其他:第二種住宅區,,,1100403,土地1建物1車位0,十層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,831020.0,175.76000000000005,3,2,2,有,有,9150000,52060.0,,0.0,0,,RPVPMLQKMHGGFBB08DA,135.48,0.0,10.35,有,,14
臺中市,北區,房地(土地+建物),漢口路四段31~60號,4.07,都市：其他:第二種住宅區,,,1100401,土地1建物1車位0,十二層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,821211.0,36.6,1,1,1,有,有,2480000,67760.0,,0.0,0,,RPSNMLMLMHGGFBB27DA,22.48,0.0,3.09,有,251.0,13
臺中市,北區,房地(土地+建物)+車位,太原路一段451~480號,16.08,都市：其他:第二種住宅區,,,1100325,土地1建物1車位1,十二層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,880714.0,180.1,4,2,2,有,有,13380000,74292.0,坡道平面,0.0,0,,RPQOMLPKMHGGFBB37DA,97.16,0.0,15.08,有,253.0,13
高雄市,前金區,房地(土地+建物),允文街31~60號,4.49,都市：其他:第五種商業區,,,1100326,土地1建物1車位0,二層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,940624.0,58.04,1,1,1,有,有,2850000,49104.0,,0.0,0,,RPTPMLTJMHGGFAE28DA,35.69,0.0,0.0,有,1.0,15
高雄市,鼓山區,房地(土地+建物)+車位,馬卡道路391~420號,18.54,都市：其他:特定第五種住宅區,,,1100409,土地1建物1車位1,二十七層,二十八層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1010411.0,210.58,3,2,2,有,有,17800000,84528.0,坡道平面,16.62,0,,RPSOMLNKMHGGFAE57DA,111.5,21.21,0.0,有,2.0,28
高雄市,鼓山區,房地(土地+建物)+車位,美術南三路241~270號,18.62,都市：其他:特定第五種住宅區,,,1100324,土地1建物1車位1,七層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,921022.0,149.85,3,2,2,有,有,10000000,66733.0,坡道平面,20.64,0,,RPXOMLMLMHGGFAE08DA,82.71,7.95,0.0,有,6.0,14
高雄市,鼓山區,房地(土地+建物)+車位,九如四路931~960號,10.14,都市：其他:第五種住宅區,,,1100418,土地1建物1車位1,九層,二十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,840503.0,154.99,4,2,2,有,有,6300000,40648.0,坡道機械,0.0,0,,RPPOMLQLMHGGFAE67DA,100.11,14.5,0.0,有,,22
高雄市,鼓山區,房地(土地+建物)+車位,南屏路511~540號,13.54,都市：其他:第四種商業區,,,1100313,土地1建物1車位1,十層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,940921.0,151.57999999999996,4,2,2,有,有,10500000,69270.0,坡道機械,7.72,0,,RPQOMLRLMHGGFAE87DA,92.19,8.41,0.0,有,,15
高雄市,鼓山區,房地(土地+建物),龍勝路61~90號,13.7,都市：其他:第四種商業區,,,1100327,土地1建物1車位0,五層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,931126.0,115.53,3,2,2,有,有,8100000,70112.0,,0.0,0,,RPUNMLSLMHGGFAE28DA,69.2,13.01,0.0,有,7.0,14
高雄市,前金區,房地(土地+建物),七賢二路151~180號,2.34,都市：其他:第五種商業區,,,1100406,土地1建物1車位0,五層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,851002.0,34.129999999999995,0,0,0,無,有,1500000,43950.0,,0.0,0,,RPVNMLSLMHGGFAE38DA,21.09,4.65,0.0,有,8.0,13
高雄市,鼓山區,房地(土地+建物),裕誠路2101~2130號,12.32,都市：其他:第四種住宅區,,,1100408,土地1建物1車位0,三層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,940118.0,82.98,2,2,1,有,有,6000000,72307.0,,0.0,0,含裝潢費；含傢俱設備費；親友、員工、共有人或其他特殊關係間之交易；,RPPOMLSLMHGGFAE87DA,50.77,4.86,0.0,有,9.0,13
高雄市,前金區,房地(土地+建物),民生二路181~210號,19.98,都市：其他:第五種商業區,,,1100406,土地1建物1車位0,十四層,三十四層,住宅大樓(11層含以上有電梯),住家用,鋼骨結構造,990602.0,554.71,0,0,0,無,有,38600000,69586.0,,0.0,0,,RPQOMLSLMHGGFAE97DA,357.11,31.95,0.0,有,,34
高雄市,苓雅區,房地(土地+建物)+車位,河北路211~240號,28.77,都市：其他:第五種住宅區,,,1100206,土地1建物1車位2,二十六層,二十七層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1040901.0,327.69,3,2,3,有,有,27800000,82676.0,坡道平面,39.82,4000000,,RPWNMLMLMHGGFBE97DA,162.06,25.87,0.0,有,,27
